Parcel_index,Nieuwenhuys_parcel,Lobe,GLI_exist,GLI_lateral,GLI_superior,GLI_median,GLI_inferior,GLI_Mean,Depth_exist,Baillarger_type,Baillarger_type_detail,Intrusion_type,Density_type,Reference,Original_information_source,Depth_profle
114,90m,Parietal,1,182,,179,,181,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[228.305 199.95  179.625 197.165 205.785 208.51  210.785 210.205 211.19 210.695 212.515 207.775 204.475 208.305 205.99  202.105 201.11  204.265 204.545 202.3   198.595 192.44  188.    184.86  171.02  172.02  166.71 158.55  150.875 138.275 133.045 128.475 122.775 110.21  106.64  103.5  96.905  91.57   81.845  84.65   77.67   73.355  68.085  68.415  68.41  73.535  68.995  68.09   63.2    61.705  62.77   62.295  59.725  59.53  53.415  57.04   56.495  57.325  53.53   53.42   51.46   52.16   49.5  47.645  50.145  53.05   55.34   56.6    59.155  58.86   61.42   60.6  64.485  65.885  62.405  60.09   62.68   61.32   60.85   58.89   53.965  57.18   58.435  55.395  54.475  52.21   54.22   56.55   52.105  51.28  50.635  49.075  46.945  43.12   44.575  38.1    33.255  29.155  28.97  30.4  ]"
115,90p,Parietal,1,190,,204,,197,1,Unistriate,Propeunistriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 265p (Tafel V)","[225.875 189.12  173.42  194.595 206.055 211.29  218.655 225.615 227.64 230.755 227.165 230.535 231.95  229.405 228.78  227.515 222.21  222.4 221.26  217.895 212.92  211.8   209.685 200.155 192.315 171.64  173.055 160.54  153.47  141.82  135.29  118.45  113.69  123.23  122.615 117.69 113.955 112.53  112.25  108.465  99.76  100.14   88.27   88.345  81.58  68.955  66.03   57.56   61.405  59.46   62.51   62.23   58.96   55.32  63.805  54.575  52.345  52.045  54.825  51.415  55.985  50.46   47.975  47.85   48.96   49.405  49.825  50.27   50.715  42.425  44.045  48.2  46.5    39.58   40.845  42.265  39.08   40.02   37.685  37.56   36.385  36.035  33.75   32.115  32.06   30.105  29.505  29.09   29.285  28.325  28.46   28.8    28.715  27.975  27.95   27.455  26.535  25.905  26.2  27.855]"
116,90ip,Parietal,1,174,,185,,180,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 266p (Tafel VI)","[217.085 214.205 216.135 218.63  220.315 214.44  219.31  217.15  214.475 217.22  213.22  211.195 212.435 209.84  204.615 202.805 196.1   196.62 184.64  177.36  165.635 147.555 131.83  122.915 111.84   94.45   84.075  76.46   67.92   61.945  59.525  62.18   64.03   68.525  63.345  70.625  75.57   69.42   71.19   72.595  70.335  64.665  61.475  64.72   62.235  59.04   62.645  61.15   61.015  61.265  63.175  62.08   60.39   54.025  62.44   59.98   60.795  56.545  56.97   50.36   47.42   42.12   41.46  40.505  40.16   39.175  41.755  34.68   33.795  28.495  25.405  21.9  19.545  18.805  18.565  16.965  17.145  18.09   18.67   18.03   17.86  17.215  17.07   18.23   16.67   15.785  16.665  15.88   16.52   15.925  15.935  15.715  15.855  15.59   16.425  16.615  15.715  16.59   19.425  19.125]"
117,90t,Parietal,1,182,,175,,179,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 266p (Tafel VI)","[215.655 182.855 158.89  182.17  181.65  185.81  188.13  197.665 198.3 200.245 193.795 193.145 193.12  191.035 189.195 186.51  189.16  181.715 176.845 176.09  174.47  166.19  168.03  158.285 152.21  138.965 130.945 126.125 119.145 115.38  109.275 110.005 102.315  96.69   88.73   79.36  72.84   71.85   61.53   60.8    59.365  58.74   57.83   57.225  58.355  57.975  55.3    59.865  56.36   57.915  58.645  63.12   65.67   61.03  64.57   61.815  62.855  63.5    59.285  56.71   55.93   55.615  56.765  57.665  55.19   58.1    60.68   65.27   62.675  61.635  64.155  65.16  63.66   70.215  65.005  69.24   63.38   66.615  60.285  58.33   62.545  59.48   58.75   60.85   64.335  59.18   56.375  50.695  53.665  47.93  46.01   47.015  40.01   35.445  30.075  30.17   29.245  25.355  25.215  23.21 ]"
118,90o,Parietal,1,177,,178,,178,1,Astriate,Propeastriate,Euradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 266p (Tafel VI)","[200.815 156.46  133.895 125.095 143.81  147.395 138.86  125.67  116.48 122.375 135.53  135.5   142.785 141.16  140.23  140.98  147.935 153.33 152.595 153.98  159.805 157.255 155.94  157.495 161.32  162.33  152.995 155.66  149.98  148.845 139.245 130.285 127.48  109.95  108.385 100.405  90.975  86.285  83.26   77.26   78.14   70.59   65.895  66.62   70.71  73.905  78.565  78.25   77.265  80.865  82.285  83.325  83.61   76.705  87.2    81.49   73.06   69.62   69.61   68.145  68.62   69.88   64.3  70.07   70.195  81.625  78.925  77.25   69.84   71.895  72.27   73.045  81.82   79.42   85.695  82.805  82.325  74.275  79.635  73.12   68.865  61.505  67.035  61.885  64.9    58.885  50.47   44.59   41.57   34.32  29.025  25.63   23.53   22.56   25.15   19.27   18.1    19.375  17.505  18.58 ]"
119,91,Parietal,1,,159,,,159,1,Bistriate,,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[155.29  129.425 115.075 128.565 135.89  138.115 140.435 140.1   139.08 139.81  140.565 142.94  141.035 143.785 144.55  142.43  143.135 144.975 147.925 148.65  147.14  151.125 150.035 152.45  147.915 146.815 143.48 137.53  129.695 125.85  118.07  115.055 107.41  101.11  100.33   97.21  95.645  84.52   82.59   84.565  85.64   88.415  96.01   93.     95.39  92.645  92.585  89.485  89.63   85.16   70.33   77.235  70.385  72.33  64.615  68.17   69.245  69.36   75.43   75.5    71.75   76.565  78.935  86.945  85.81   88.785  91.04   90.94   92.075  89.995  93.535  88.035  85.59   89.445  93.775  89.465  87.86   88.865  94.44   89.71   89.61  88.9    88.215  81.43   81.825  79.165  77.275  76.715  78.365  70.565  65.395  61.78   58.455  51.46   51.975  40.685  36.42   36.825  33.255  34.77 ]"
120,92,Parietal,1,,104,,,104,1,Unitostriate,Preconjuctostriate,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[204.095 209.51  206.55  205.115 203.615 200.57  205.795 206.815 215.485 207.24  209.045 207.87  209.77  203.115 202.335 201.68  203.305 192.91 195.845 188.225 181.135 173.485 167.48  155.47  148.065 142.875 136.825 135.395 123.875 119.46  114.495 111.505 103.61  102.11  101.28   93.42  88.465  78.93   84.085  85.05   75.68   69.92   69.755  67.25   69.25  63.295  56.87   54.655  50.975  49.03   47.07   44.175  43.63   40.155  38.555  41.185  37.085  34.155  35.75   36.145  34.085  35.975  36.815  39.055  38.735  38.945  41.235  40.84   39.325  41.075  40.945  36.995  37.26   35.135  32.335  34.945  36.55   33.715  32.59   30.675  31.65  30.525  28.23   26.825  28.915  24.065  24.34   22.38   22.97   22.57  19.66   19.39   18.365  18.875  19.335  16.915  17.415  16.155  15.54  16.065]"
121,93,Parietal,1,,113,,,113,1,Unitostriate,Preconjuctostriate,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[190.265 216.46  214.905 220.04  220.815 226.665 226.875 227.44  228.235 226.135 223.06  219.825 215.82  214.45  207.84  209.205 203.68  198.215 190.65  183.81  178.65  165.18  159.715 147.47  144.415 133.51  127.2 113.985 115.64   98.41   95.07   95.24   96.985  87.48   92.93   84.755  84.71   69.265  68.975  76.985  71.775  74.335  77.53   78.67   80.38  84.12   87.155  82.665  75.885  71.095  73.445  74.21   68.905  64.715  57.465  53.03   58.665  61.37   54.565  58.655  54.22   56.63   53.405  61.195  66.815  60.61   61.45   68.025  70.015  61.52   65.93   65.885  63.85   62.13   65.075  62.18   62.13   65.355  63.765  59.185  58.845  64.8    61.9    61.67   62.23   58.295  60.76   54.21   54.8    54.525  54.235  43.855  44.975  49.325  44.005  53.285  49.115  42.94   39.97  39.13 ]"
122,94,Parietal,1,,172,,,172,1,Bistriate,,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[172.19  189.95  188.585 193.545 197.16  199.705 198.075 201.985 203.885 205.46  208.59  206.345 206.49  203.64  204.29  205.695 208.2   205.415 204.895 204.13  200.68  203.63  204.365 201.475 196.77  202.815 195.04 195.27  190.185 188.615 184.665 185.08  177.675 175.48  173.14  173.295 166.955 167.05  162.365 151.195 138.065 130.7   119.675 120.26  113.695 113.03  106.165  99.41   92.075  98.475 101.855 103.455 101.83  106.38 108.37  106.34  107.32  105.085 103.185  99.11   91.715  86.715  86.63  76.85   84.88   85.35   78.955  82.585  81.535  84.835  87.17   79.36  72.115  69.785  67.325  60.545  59.605  56.44   51.475  49.945  47.54  41.29   35.15   32.86   27.35   26.3    23.625  23.37   23.03   22.785  22.515  22.665  22.855  23.09   22.69   22.45   22.375  22.38   20.765  23.67 ]"
123,95,Parietal,1,,167,,,167,1,Unitostriate,Preconjuctostriate,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[214.16  198.815 203.455 203.73  203.855 206.92  205.825 204.155 205.035 200.815 198.565 187.65  191.21  189.075 193.815 187.9   187.485 181.945 184.01  187.785 180.995 184.45  169.365 170.305 161.81  159.31  146.09 133.6   133.935 131.305 119.025 111.465 102.94   86.38   84.875  77.435  76.455  73.61   82.18   81.715  76.515  75.745  85.515  91.25   82.215  74.02   75.155  75.405  73.765  71.065  75.965  71.495  67.505  75.255  81.16   78.36   81.88   86.985  91.435  84.575  81.115  79.05   79.485  77.67   76.385  73.325  64.65   64.435  64.51   64.155  57.09   50.53  60.85   61.135  58.025  38.875  38.78   31.195  26.875  23.715  21.455  21.42   19.855  20.15   20.75   19.135  19.46   19.59   23.97   22.135  27.465  24.97   25.33   24.52   23.85   22.85   24.93   25.82   23.355  18.59 ]"
124,96,Parietal,1,,159,,,159,1,Unitostriate,Preconjuctostriate,Supraradiate,,Batsch1955,"Batsch EG - [Die myeloarchitektonische Untergliederung des Isocortex parietalis beim Menschen ] - 270p (Tafel X)","[207.865 205.97  214.595 219.275 214.54  213.15  209.195 211.055 209.915 209.525 210.09  207.51  202.305 197.985 194.805 194.015 184.2   176.23 174.715 172.375 166.9   160.105 159.445 152.92  147.205 142.85  146.05 131.19  124.075 108.715  99.17   95.96   81.955  90.67   91.52   84.11  78.925  75.895  70.085  62.825  65.365  63.845  65.97   67.99   60.62  64.46   66.825  60.07   57.49   57.495  58.12   56.18   57.78   47.95  54.77   48.01   47.665  45.115  50.555  44.77   44.1    46.495  49.285  52.115  50.485  46.795  43.36   48.675  50.825  52.525  50.65   49.31  52.67   47.475  48.855  48.685  40.045  39.195  40.95   35.25   33.02  30.295  32.92   33.465  32.41   28.51   27.675  26.055  26.635  26.96  24.225  25.3    20.28   22.535  17.11   17.45   16.54   15.93   16.815  16.495]"
125,97,Insula,0,,,,,,1,Bistriate,,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 266p (Fig 22)","[181.9   192.72  194.385 192.21  189.045 186.71  184.39  180.54  180.6  177.09  178.285 174.205 171.085 170.675 172.065 163.56  165.67  164.075  163.24  154.65  149.545 143.58  146.265 143.905 142.06  127.83  123.385  118.485 115.63  110.415 108.345 107.875 110.795 112.27  108.075 108.865  108.475 106.6    99.91   94.195  97.695  88.495  85.255  86.42   81.81   80.32   81.28   80.37   77.13   78.085  77.23   81.905  82.82   78.66   78.18   74.2    76.28   75.155  74.085  71.95   68.71   69.26   67.54   68.72   67.97   66.405  65.61   59.235  58.485  54.495  52.095  52.46   51.     50.85   45.4    42.995  39.83   38.25   34.6    34.115  31.33   30.4    30.595  27.735  27.16   26.5    25.45   24.74   23.96   23.76   25.49   27.61   28.06   25.46   24.805  23.71   23.545  22.57   23.105   25.45 ]"
126,98,Insula,0,,,,,,1,Unistriate,Propeunistriate,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 267p (Fig 25)","[209.805 209.95  207.575 205.28  202.155 196.835 198.105 191.2   195.435  195.455 194.18  191.665 194.565 197.26  190.92  186.52  182.57  178.685  174.065 174.455 170.595 165.62  167.245 160.59  156.46  158.45  155.92  150.365 143.405 139.19  137.105 133.59  132.95  134.225 130.905 134.225  135.905 135.775 133.54  136.83  133.045 132.12  125.345 123.26  115.715  117.45  113.66  110.035 112.14  108.34  107.69  105.855 102.54  101.895  105.67  100.825  99.98  103.82   99.58   96.765  94.885  93.795  91.23   89.35   88.135  87.99   85.015  86.005  87.355  87.685  88.455  86.615   86.34   83.61   80.88   76.895  70.73   68.16   67.885  63.475  59.38   53.91   55.47   50.63   51.185  47.135  42.475  40.175  37.155  34.955   33.08   31.655  30.645  31.27   33.485  35.355  32.875  25.31   23.315   25.075]"
127,99,Insula,0,,,,,,1,Unistriate,,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 269p (Fig 29)","[191.915 180.91  172.52  171.835 172.035 176.12  178.545 177.56  173.385  171.805 166.44  165.355 166.675 163.405 158.645 158.825 158.49  157.57  159.42  151.915 155.215 154.6   149.225 147.99  149.995 145.565 146.645  145.99  142.45  138.545 135.73  128.79  119.545 117.08  109.025 101.49  107.685  95.745  92.185  87.31   86.275  97.57   92.825  99.545 100.12   99.    105.92  105.035  93.7    95.775  88.195  85.325  74.81   68.17   61.49   55.12   61.16   53.55   49.905  53.645  51.68   54.76   50.915   53.095  57.01   49.     48.77   41.73   41.6    40.19   44.855  39.575   43.75   52.14   44.11   40.53   41.71   40.18   37.925  37.095  36.655   37.09   36.995  36.07   35.715  33.52   38.595  40.58   32.935  31.29   25.205  21.045  22.015  20.26   18.51   18.22   15.71   12.025  10.92   12.955]"
128,100,Insula,0,,,,,,1,Unistriate,,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 271p (Fig 32)","[163.015 186.225 196.87  201.17  196.785 193.92  193.705 194.86  193.995  190.58  198.205 195.755 191.28  190.835 190.74  184.15  179.63  178.535  177.43  177.01  176.98  176.52  170.14  165.6   167.125 167.2   165.895  163.58  159.29  158.03  154.485 153.41  149.495 144.045 136.995 135.99  128.135 125.905 123.495 122.895 121.35  123.8   116.315 115.515 115.64  113.095 113.925 111.435 111.01  105.545 100.61   98.825  95.98   97.56   93.065  95.89   96.275  95.465  96.105  88.475  92.16   87.755  85.78   84.515  78.18   79.25   80.77   76.14   75.46   72.215  69.85   63.61   55.73   51.385  43.37   39.735  39.085  37.575  38.76   34.995  34.06   33.02   33.365  33.935  32.225  27.52   28.14   25.945  22.46   21.95   21.19   20.97   20.76   20.34   19.365  18.245  16.775  13.715  13.635   18.8  ]"
129,101,Insula,0,,,,,,1,Unistriate,,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 275p (Fig 37)","[176.165 172.955 178.065 182.295 180.77  177.575 182.75  182.22  183.095  183.205 182.65  185.195 181.435 178.22  181.855 181.505 177.1   178.245  171.465 175.39  170.56  168.39  165.61  160.53  156.01  150.    144.2  134.295 132.63  134.79  129.18  121.07  128.565 126.74  127.855 125.51  127.13  122.395 117.01  111.58  110.36  110.035 107.92  110.255 118.625  113.645 111.015 105.855 101.425 103.79   99.885  96.315  94.87   95.935   93.83   91.095  92.795  87.875  83.47   79.125  79.175  78.155  77.355   70.51   68.04   61.145  61.78   55.245  53.665  54.525  54.165  51.19   47.615  47.105  43.765  43.715  39.91   39.67   37.03   38.79   37.   37.52   35.165  36.775  36.305  35.15   33.225  33.02   29.765  28.17   26.535  28.02   28.185  27.475  30.32   33.455  32.53   29.885  25.735   22.225]"
130,102,Insula,0,,,,,,1,Unistriate,,,,Brockhaus1940,"Brockhaus H-[Die Cyto- und Myeloarchitektonik des Cortex claustralis und des Claustrum beim Menschen] - 283p (Fig 48)","[213.02  195.84  196.125 190.465 192.06  188.4   187.945 185.15  186.545  189.575 192.02  191.44  193.41  192.57  190.65  192.99  191.725 191.665  189.735 188.07  187.045 185.44  185.895 182.555 179.535 177.5   179.38  176.065 171.885 170.305 165.395 160.625 158.9   153.175 147.575 144.685  138.17  136.665 128.615 129.03  128.49  126.56  125.985 123.345 121.32  121.675 120.605 120.525 119.65  120.23  114.57  115.57  118.99  119.34  118.3   120.225 116.865 115.28  117.92  121.54  117.22  113.085 113.58  110.41  104.435 103.83  100.515  99.065  97.72   94.315  94.915  96.07   94.295  92.18   88.685  89.34   82.5    79.51   74.93   75.26   75.565   70.26   66.87   61.75   58.19   53.565  49.43   46.25   43.545  43.445   41.05   40.595  36.425  35.635  33.97   31.99   28.595  28.46   29.07   31.585]"
131,103,Occipital,0,,,,,,0,,,,,,,
132,104,Occipital,0,,,,,,0,,,,,,,
133,105,Occipital,0,,,,,,0,,,,,,,
134,106,Occipital,0,,,,,,0,,,,,,,
135,107,Occipital,0,,,,,,0,,,,,,,
136,108,Occipital,0,,,,,,0,,,,,,,
137,109,Occipital,0,,,,,,0,,,,,,,
138,110,Occipital,0,,,,,,0,,,,,,,
139,111l,Occipital,0,,,,,,0,,,,,,,
140,111m,Occipital,0,,,,,,0,,,,,,,
141,112l,Occipital,0,,,,,,0,,,,,,,
142,112m,Occipital,0,,,,,,0,,,,,,,
143,113,Occipital,0,,,,,,0,,,,,,,
144,114,Occipital,0,,,,,,0,,,,,,,
145,115,Occipital,0,,,,,,0,,,,,,,
146,116,Occipital,0,,,,,,0,,,,,,,
147,117,Occipital,0,,,,,,0,,,,,,,
148,118,Occipital,0,,,,,,0,,,,,,,
149,119,Occipital,0,,,,,,0,,,,,,,
150,BA18,Occipital,0,,,,,,0,,,,,,,
151,BA17,Occipital,0,,,,,,0,,,,,,,
152,120,Temporal,1,,200,,189,195,1,Unistriate,Singulostriate,Euradiate,Tenuifibrosa,Hopf1955,,"[239.185 214.615 210.905 205.31  201.9   199.055 195.1   199.71  197.29 202.72  199.885 198.99  201.755 200.2   201.82  200.005 199.465 199.15 197.505 197.885 194.565 194.26  196.285 197.67  195.845 193.12  188.13 184.405 181.405 178.575 178.155 177.09  175.235 171.5   160.94  157.245 149.24  148.395 145.4   142.995 142.24  140.435 136.96  132.945 137.555 134.12  134.695 139.455 141.1   147.21  151.01  151.205 148.845 151.155 149.44  148.23  152.305 147.81  149.745 152.215 150.33  147.185 153.585 150.85  141.815 143.325 142.06  144.42  139.74  136.5   139.235 133.825 136.325 139.205 138.94  119.84  110.605 108.84  107.26   96.405  87.215  80.22   71.225  71.91   62.655  52.945  47.805  39.3    29.045  25.135  26.185  22.33   25.035  23.215  19.375  19.435  18.41   18.955  19.205  20.57 ]"
153,121,Temporal,1,,196,,,196,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[217.5   212.27  223.44  217.625 218.625 205.73  198.1   192.055 185.84 188.19  180.845 178.465 178.37  170.66  178.225 170.075 172.065 171.86 165.875 170.925 168.3   166.615 168.505 166.43  162.86  161.135 149.085 147.69  146.325 145.98  142.43  138.945 133.665 124.6   119.415 102.405  94.885  87.18   86.635  86.95   78.84   82.475  86.42   84.345  96.105  97.995  93.59   94.4    99.735 101.3   105.185 106.985 104.85  108.91 108.185 111.145 111.005 113.905 111.105 103.88  106.39  104.825  99.93  96.28   98.585  92.145  85.255  81.8    77.69   69.36   68.955  65.03  63.95   58.68   55.875  54.995  50.67   48.825  47.155  66.065  54.63  63.615  40.46   38.48   36.665  34.795  37.315  39.42   43.     48.325  45.465  39.42   48.57   52.8    53.455  36.815  35.835  40.88   29.7  34.35 ]"
154,122,Temporal,1,,204,,,204,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[246.945 119.105  69.7   104.06  156.885 180.325 194.38  205.54  198.585 191.705 195.145 187.92  189.45  185.445 179.88  169.255 159.18  167.95 166.44  167.165 162.075 166.35  161.255 159.545 148.315 157.38  155.76 155.975 161.48  159.02  158.95  150.98  151.055 143.305 141.065 128.99 120.22  113.425  98.34   97.22  107.375 108.22  105.165 109.535 115.785 115.345 117.275 120.14  122.36  119.355 126.12  129.715 126.33  119.66 114.875 121.08  120.805 112.065 114.39  113.575 111.305 113.57  111.115 109.555  93.54   90.425  92.015  92.645  81.745  79.195  83.515  77.655  65.075  68.455  70.225  62.685  50.83   49.775  47.39   38.78   36.26  41.665  37.765  35.075  31.18   30.845  26.68   28.82   32.825  31.545  31.645  43.475  42.865  38.025  41.395  39.56   25.235  18.255  19.34  20.035]"
155,123,Temporal,1,,206,196,196,200,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[225.925 222.675 224.705 227.53  227.665 213.185 205.63  213.735 220.575 226.15  227.3   227.81  227.47  222.495 232.32  231.125 227.52  224.365 226.06  224.78  224.05  221.105 221.435 215.83  215.7   212.625 210.275 210.92  209.635 208.9   212.175 208.175 208.44  202.545 199.27  190.065 185.455 177.84  174.505 174.505 172.53  179.655 178.075 172.565 170.39 171.23  166.53  158.36  160.27  156.345 155.67  154.03  142.975 145.815 146.145 135.595 130.76  138.715 134.645 127.385 122.04  116.745 111.72 106.625  99.485  94.14   85.875  82.94   75.17   67.4    58.505  57.14  55.33   47.275  45.99   42.385  39.935  34.14   30.5    26.835  26.725  25.355  23.51   24.595  25.925  25.315  23.335  23.365  21.13   18.285  16.38   17.07   15.54   15.505  18.275  15.4    13.88   13.495  12.995  13.475]"
156,124,Temporal,1,,,189,189,189,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[225.98  222.355 222.575 226.43  226.615 227.475 226.06  226.39  224.705 220.12  214.355 209.355 203.815 195.52  191.765 201.7   198.09  198.405 201.41  201.72  202.465 208.98  209.545 205.625 205.69  201.605 205.825 207.19  208.955 212.825 211.38  210.225 211.63  211.705 211.425 212.05 212.23  216.54  214.535 214.65  213.025 208.645 211.355 207.54  208.16 205.6   205.21  203.34  203.5   202.37  198.54  194.815 196.57  193.315 188.255 182.5   179.4   185.015 188.915 184.17  169.425 165.61  162.945 159.65  157.785 158.785 162.335 161.06  169.145 167.875 163.725 166.33 166.74  162.055 158.77  159.19  151.365 154.46  141.09  133.87  121.64 103.325  88.795  73.805  53.3    37.275  32.2    26.95   24.9    23.385  19.64   17.495  17.21   16.225  13.93   14.115  13.815  13.03   14.19  12.375]"
157,125,Temporal,1,,189,,,189,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[228.03  201.58  206.255 181.535  60.325  97.05  165.06  193.6   202.64 206.805 198.57  189.495 195.99  195.68  196.52  201.445 198.805 191.205 196.88  194.51  194.01  187.515 187.885 184.16  187.51  189.29  190.495 188.24  182.42  187.85  186.02  188.24  184.045 176.385 172.33  169.235 168.515 157.205 155.4   166.    157.845 156.82  151.71  158.975 155.51 163.61  166.895 177.405 170.45  165.955 164.01  163.845 153.8   158.065 172.755 168.96  175.215 169.525 164.145 168.295 166.015 162.18  155.515 153.53  149.37  147.075 147.67  138.33  135.41  125.55  115.005 119.645 107.605  89.885  83.65   71.035  59.845  52.895  49.065  45.095  38.545  35.18   31.41   32.135  28.975  28.89   26.925  27.73   23.425  22.56  24.95   29.23   32.07   32.06   28.345  22.01   17.225  14.515  15.93  15.025]"
158,126,Temporal,1,,180,,,180,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[250.185 179.52  177.945 184.04  187.965 189.2   189.085 186.68  167.08 124.085 121.595 139.265 158.235 169.535 172.08  170.595 167.105 165.38 170.81  173.915 173.79  176.945 176.85  176.71  174.59  169.115 166.01 163.1   163.815 158.785 158.35  158.63  149.275 149.655 134.92  134.29 134.14  129.945 138.46  133.84  142.475 144.185 141.71  138.605 144.36 144.495 141.205 145.865 142.295 135.595 128.785 138.635 137.27  133.73 133.36  133.545 122.55  121.565 119.56  119.425 116.475 105.29  101.515  92.895  85.585  85.37   75.995  80.76   76.51   72.28   65.34   56.755  48.815  44.725  48.305  39.39   30.07   32.23   26.985  26.585  25.915  29.825  29.41   21.975  21.545  19.995  19.17   16.665  15.875  18.99  26.105  36.41   12.255  10.975  10.495  10.13    8.83    8.835   9.67   9.805]"
159,127,Temporal,1,165,,164,164,164,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[202.18  159.45  130.235 131.925 138.265 149.1   150.775 159.08  161.26 165.75  168.23  165.925 164.19  163.61  163.605 167.21  166.515 165.79 161.105 164.79  161.77  160.815 159.11  160.235 159.255 154.695 152.105 159.51  157.43  152.195 151.59  141.36  142.525 138.765 140.325 138.685 137.515 135.31  137.845 143.035 139.19  128.585 130.07  126.03  125.81 117.1   117.68  110.03  113.775 109.705 104.085 108.235 109.225 111.215 116.56  108.135 110.275 112.515 113.495 114.84  111.73  112.265 113.145 110.31  108.925 108.23  103.445 102.09  102.605 104.575  99.505 101.105 105.225 103.92   99.615 112.66  102.83  104.265 103.88  102.445  93.755  97.41   93.485  91.95   87.325  84.27   84.5    82.49   78.755  84.225  69.7    67.335  57.835  44.925  34.8    33.765  31.665  28.045  24.51  18.38 ]"
160,128,Temporal,1,149,,,,149,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[232.82  165.135 132.295 135.915 136.72  148.305 153.015 157.715 161.305 164.07  169.355 167.425 165.32  164.24  162.665 167.515 167.01  167.415 162.465 165.67  159.455 162.23  160.01  160.165 159.575 153.865 154.49 157.655 156.71  153.45  152.54  141.785 141.5   140.695 140.405 139.225 139.25  130.815 137.045 142.24  140.1   133.145 133.3   128.65  126.18 119.245 117.34  111.665 116.25  111.3   106.66  109.72  108.35  113.13 117.69  111.03  112.62  114.165 114.985 113.395 111.255 111.8   112. 111.555 108.475 107.69  103.37  106.945 105.02  105.15   99.52  100.87 109.28  106.875 103.385 113.17  105.48  106.265 104.735 103.305  97.77  98.875  95.185  93.52   89.71   88.47   86.28   87.39   86.28   84.245  69.86   68.535  62.04   51.045  37.395  36.28   34.47   30.015  27.68  18.71 ]"
161,129,Temporal,1,109,149,,,129,1,Unistriate,Singulostriate,Euradiate,,Hopf1955,,"[234.8   165.38  132.16  135.99  136.86  148.665 153.29  158.215 161.485 164.57  169.96  168.185 165.925 164.775 163.11  168.065 167.685 167.99 162.915 166.49  160.005 162.715 160.42  160.68  160.03  154.35  154.98 158.055 157.025 153.91  153.065 142.02  141.79  140.76  140.615 139.415 139.435 130.87  137.08  142.555 140.17  133.33  133.335 128.8   126.145 119.22  117.11  111.445 116.18  110.995 106.38  109.49  108.035 112.955 117.67  110.94  112.565 114.195 114.69  113.115 111.04  111.955 111.99 111.445 108.055 107.38  103.015 106.68  104.815 104.53   99.    100.54 108.795 106.535 103.075 112.9   104.885 105.79  104.14  102.775  97.365  98.375  94.78   92.795  89.175  87.86   85.52   86.505  85.645  83.46  68.86   67.57   60.995  49.875  35.85   34.645  32.695  28.115  25.74  16.655]"
